Word	AdjectiveOrderID	ComparisonType	Quantifier	IsQualitative	IsClassifying	CommonlyPrecededWithAnd	WorksInAttributivePosition	WorksInPredicativePosition	HasDiminutiveSuffix	IsProper	Compliments	MustUseMoreMost	AdjectiveIntensifierID	howCommon	commonRank	baseForm
appraisable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pprais
belated	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	1.95E-4	20797	belate
aliturgical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	liturgice
becoming	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.007556	1433	becom
applicative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pplicat
acrolithic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lith
justified	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002477	3798	justify
occasional	-1	Absolute	--	false	true	null	true	true	false	false		false	1	0.002753	3519	occasion
repeated	-1	Absolute	--	false	true	null	true	true	false	false		false	3	0.0044	2418	peate
allophylian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	phylian
antioptimistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	optimist
balsamiferous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	balsamifer
either	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	0.029215	309	--
vulnerable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002581	3694	vuln
acanthaceous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	canthace
antipathetic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	2.2E-5	61776	pathete
baws'nt	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baws'nt
aeronautical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.3E-5	33164	eronautice
helpful	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.003343	3037	help
acrophonic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	phone
actionless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ctionl
antipestilent	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pestilent
archesporial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rchespori
bold	-1	Absolute	--	true	true	null	true	true	false	false		false	3	0.001367	5928	bold
significant	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.012703	826	significa
ascosporic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	spore
delicious	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001188	6548	licious
Abyssinian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	byssinian
ammono	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mmono
basined	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	basin
apographical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pographice
arborous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rbor
androcratic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	drocrate
Amerindian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	merindian
antiministerialist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sterialist
Algerine	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	lgerine
gastric	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.002188	4182	gastry
unlawful	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.52E-4	7587	law
anti-English	-1	Absolute	--	null	null	null	null	null	true	false		null	-1	-1.0	-1	-engl
affective	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.19E-4	19424	ffect
alodial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lodi
android	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	6.7E-5	36854	droid
cautious	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.001204	6489	caut
augmented	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	3.61E-4	14328	aug
anthropoidal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thropoid
arcifinious	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rcifin
attrite	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ttrite
negative	-1	Absolute	--	true	true	null	true	true	false	false		true	1	0.005	2131	negat
appliable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ppli
ailurophobic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	urophobe
Alemannic	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	lemann
acidy	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	-1.0	-1	cidy
Anaximandrian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ximandrian
analogous	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	5.46E-4	11048	log
Alcibiadean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	lcibiadean
adherent	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	7.8E-5	34225	dherent
antimilitarist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	militarist
estimated	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.005155	2071	estimate
aglitter	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	glit
au naturel	-1	Absolute	--	false	false	null	false	false	false	false		false	-1	-1.0	-1	u
acrobatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	5.1E-5	42377	bate
assuming	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001997	4476	sum
nervous	-1	Absolute	--	true	true	null	true	true	false	false		true	1	0.003254	3113	nerv
restricted	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.003291	3083	strict
aneuric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	eur
absorbing	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	4.51E-4	12421	bsorb
authigenic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.4E-5	75177	uthigene
aquatic	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	4.3E-4	12813	quat
aliunde	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	liunde
allopelagic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pelage
ascitical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	citice
antimere	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mere
delicate	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.001846	4753	licate
allegoristic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	llegorist
ammonic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mmone
experimental	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.002479	3794	experi
acinic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cine
aftmost	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ftmost
anxious	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.003263	3103	anx
vocational	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001098	6868	vocation
auditory	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.46E-4	18122	uditory
affirmative-action	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ffirmative-act
broad	-1	Absolute	--	true	false	null	true	true	false	false		false	2	0.005476	1962	broad
Antiguan	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	guan
balmier	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	balmy
autochthonous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utochthon
assorted	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.69E-4	17154	sort
astronautic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tronaut
accidentalist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ccidentalist
bangled	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bangl
bandannaed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bandanna
sticky	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	8.86E-4	7961	sticky
excessive	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001838	4771	excess
apprehensible	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pprehensible
feminine	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	9.15E-4	7794	feminine
actinochemical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ctinochemice
harsh	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.001622	5211	harsh
abridgable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	-1.0	-1	bridg
amphigenous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphige
labour	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.028523	319	labour
andantino	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dantino
bleak	-1	Absolute	--	true	false	null	true	true	false	false		false	1	9.23E-4	7756	bleak
axonal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.4E-5	75775	xone
adulterous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.1E-5	46684	dulter
azo	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	azo
glorious	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001152	6670	glor
aneuploid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.1E-5	63443	euploid
antiodontalgic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	odontalg
homosexual	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.85E-4	7963	homosexu
amyelic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	myele
bathymetric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.8E-5	43412	bathymetry
beadiest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	beady
auxetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	uxete
Bactrian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	bactrian
more	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.2124	53	--
affinal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ffinal
arundinaceous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rundinace
antienzymatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	enzymate
appreciable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.47E-4	18064	ppreci
ahorse	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	horse
apostate	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	4.1E-5	46671	ate
astringent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.6E-5	44367	ngent
applaudable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pplaud
awakeable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	wake
addictive	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	5.85E-4	10576	ddict
atmophile	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tmophile
antimoral	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	more
apronlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pron
back-filleted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	back
Avernal	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	vern
achronychous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	chronych
mature	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002019	4444	mature
amicable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	2.19E-4	19381	am
agglutinable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gglutin
simple	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.014707	699	simple
acquisitive	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	7.0E-5	35838	cquisit
apoplectoid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	poplectoid
Aesculapian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	esculapian
aboulic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	boul
approvable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pprov
antidivorce	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	divorce
anthropographic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	thropograph
acclimatisable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cclimatis
amygdaloid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mygdaloid
admirative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dmirat
acetimetric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cetimetry
allelomorphic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	llelomorph
alburnous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lburn
astigmatic	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	-1.0	-1	tigmate
Berber	-1	Comparative	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	berb
Anglic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ngl
kind	-1	Absolute	--	true	false	null	true	true	false	false		false	3	0.025038	373	kind
acetated	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cetate
artsy-craftsy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rtsy-craftsy
Argonautic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rgonaut
aposiopetic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	posiopete
alecithal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lecith
both	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.072397	131	--
achondritic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	chondrite
administrational	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dministration
important	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.041314	212	porta
most	-1	Absolute	--	null	null	null	null	null	false	false		null	3	0.103912	94	--
disciplinary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001133	6748	ciplinary
antennular	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nnular
daily	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.008027	1349	dai
allanitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	llanite
apocalyptic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.41E-4	24898	pocalypt
affecting	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001842	4760	ffect
amandine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mandine
alto	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.83E-4	21542	lto
abessive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bess
aquicultural	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	quiculture
adjective	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	5.35E-4	11186	dject
bedridden	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	4.7E-5	43633	bedridde
patient	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.008662	1250	patient
sad	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.003622	2846	sad
sheer	-1	Comparative	--	false	true	null	true	true	false	false		false	-1	0.002202	4160	she
abluent	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bluent
original	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.011987	884	original
antasthmatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tasthmate
arrant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.6E-5	70982	rra
autecological	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utecologice
antitheologian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	theologian
enough	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.034294	266	--
assignable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.9E-5	66221	sign
animatistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	atist
Argus-eyed	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rgus-eie
Algonkin	-1	Absolute	--	false	true	null	true	true	true	true		false	-1	-1.0	-1	lgonkin
latter	-1	Comparative	--	false	true	null	true	false	false	false		false	-1	0.008169	1329	--
anticapitalistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	capitalist
ascendable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	-1.0	-1	cend
front	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.015894	649	front
affined	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ffin
equivalent	-1	Absolute	--	true	false	null	true	false	false	false		false	-1	0.004688	2268	equivalent
stupid	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.003468	2938	stupid
amphoric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphore
bad	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.016274	627	bad
awake	-1	Absolute	--	false	false	null	false	true	false	false		true	-1	0.001486	5579	wake
authorisable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	uthoris
amphitokal	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphitoke
bar	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.008426	1292	bar
diplomatic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002106	4298	plomate
anisodactyl	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	isodactyl
actinomycotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ctinomycote
anti-Protestant	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-protesta
complex	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.009964	1076	mplex
adducent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dducent
aerobiological	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	erobiologice
benchless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	benchl
antiliquor	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	liqu
antisuffragist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	suffragist
awnless	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	wnl
awe-stricken	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	-1.0	-1	we-stricke
adventive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dvent
Bengalese	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	bengalese
antifoaming	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	foam
antipriest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pry
personal	-1	Absolute	--	true	true	null	true	true	false	false		true	2	0.018542	545	sone
aboveground	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	boveground
angry	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.004447	2388	gry
antiritualistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ritualist
appositional	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pposition
benzylidene	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	benzylidene
astonishing	-1	Absolute	--	true	false	null	true	true	false	false		true	3	9.04E-4	7857	ton
animist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ist
chemical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004706	2260	chemice
a posteriori	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	 posteriori
allegorical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.01E-4	29985	llegorice
arsenous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rse
anti-Spain	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-spain
Appalachian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	ppalachian
Atlantic	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	tlant
Alamannic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	lamann
ammoniac	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mmoniac
geographical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001697	5055	geographice
strong	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.016968	603	strong
anti-Malthusian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	malthusian
avenaceous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	venace
accursed	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	3.6E-5	49948	ccurs
Anglo-Catholic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	glo-cathole
deaf	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.002791	3477	deaf
baldpated	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baldpate
Arkansan	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	rkansan
dead	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.013146	786	dead
asyndetic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	yndete
apotropaic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	potropa
civic	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.001055	7056	cive
aerographical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	erographice
amoristic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	morist
axised	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	xis
antiphilosophy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	philosophy
antireflexive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	flex
archaistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rchaist
barest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	6.4E-5	37688	bar
Anglomaniacal	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	glomaniac
baby-faced	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	baby-fac
civil	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.009112	1188	civil
Algerian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	lgerian
national	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.039715	222	nation
subsequent	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.004542	2343	sequent
adamantine	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.1E-5	86442	damantine
anchylotic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	chylote
dear	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.009374	1150	dear
attestive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	at
antinarcotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	narcote
aulic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	aul
antisymmetrical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	symmetrice
academical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.5E-5	72829	cademice
Anglophiliac	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	glophiliac
antimerger	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	merg
anhydrotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	hydrote
awesome	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.18E-4	13051	wesome
achromatous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	chromat
arboricultural	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rboriculture
anti-immigration	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-immigrate
augitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ugite
amphibolous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphibol
amphipneustic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphipneust
anti-Roman	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	roman
auld	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.55E-4	23683	uld
arkosic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rkose
barometric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.7E-5	69300	barometry
beddable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bedd
anorthitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	orthite
Athapaskan	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	thapaskan
antibacterial	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	5.4E-5	41237	bacteri
ben	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.003341	3041	be
animalic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ale
apiaceous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	piace
developed	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.01303	799	velop
assayable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	say
AWOL	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	wol
apatetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	patete
benzylic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	benzyle
aeromechanic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	eromechane
apical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.21E-4	19300	pice
useless	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.001389	5850	usel
axillary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.3E-5	60619	xillary
prospective	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.0014	5815	spect
abient	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ent
