Word,AdjectiveOrderID,ComparisonType,Quantifier,IsQualitative,IsClassifying,CommonlyPrecededWithAnd,WorksInAttributivePosition,WorksInPredicativePosition,HasDiminutiveSuffix,IsProper,Compliments,MustUseMoreMost,AdjectiveIntensifierID
icebound,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superfine,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
full-sailed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
speedy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
revulsionary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unconcreted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sackclothed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-coloured,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
two-piece,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
convertive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nongratifying,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbiddable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondomesticating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlabeled,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Promethean,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
tetrahedral,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
drinking,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsoft,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsobered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-knitted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
caritive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antimodernization,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
preterritorial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
raisiny,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
grassy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
unboggy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
streakier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
actualist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intergalactic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
haemoglobinous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untusked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unstultified,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
esophageal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
lignitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untwilled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
carbuncled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
radioscopical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unstagnant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acrodrome,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbodied,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonfeeding,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pouched,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nondefining,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
steam-turbine,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
addible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undiligent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
burdened,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cellulolytic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unannealed,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unleathered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonformalistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
long-headed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
spiniest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
advertizable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
disreputable,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
hawse-fallen,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
convictive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
suppletion,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pre-Solomonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
philhellenic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
condign,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmelodized,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
weariful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
water-bearing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heliographic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
brachystomatous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unnourished,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pseudo,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
cosmonautic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondiscriminating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
erective,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cytotrophoblastic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unconquered,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
epicurean,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bipedal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
slip-on,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
synovial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hemochromatotic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Quinquagesimal,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unadornable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
time-sharing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intranational,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
supernational,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
rigid,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
sixty-four,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hyperscholastic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
indeclinable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gastroenterological,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pre-Kantian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
grewsome,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
right,-1,Absolute,--,false,true,null,true,true,false,false,,true,-1
ledgiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
herbaceous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
lexicologic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semimild,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Bezaleelian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unferreting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cynic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
totipotent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
supermetropolitan,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
creaturely,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
multiphase,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
subminimal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
undimidiated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
licenseless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
impudent,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
later,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
undigesting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
considerate,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
semiofficial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undeviating,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
computational,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unmultipliable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungamboling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
septillionth,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
wigglier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
calisthenic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
crackless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncogent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undescendent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nyctitropic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undatable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nude,-1,Absolute,--,true,true,null,true,true,false,false,,false,-1
unmitigable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
macroptic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
churchless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsported,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antipriesthood,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interteam,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
phonometric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
suppositionless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmaterialized,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
featherless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unupsettable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antiparallel,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unclashing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unthorough,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dimmed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
seismographical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-Mexican,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
monoicous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unchanced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Bohemian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
lathy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
multiflorous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
selfrestrained,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semiarchitectural,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
assistive,-1,Absolute,--,true,false,null,true,false,false,false,,true,-1
semipendent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unobligatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antiskid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Miocene,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
age-old,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
seisable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unrecognizable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unspent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
coliform,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
ill-favored,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
twopenny,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
demersal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
thirteenth,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondiffuse,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
standard-gaged,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
magnipotent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-evolving,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pomological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
latin,-1,Absolute,--,false,false,null,null,false,false,false,,null,-1
colicky,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
chordotonal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
house-proud,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
trichoid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
electrical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
survivable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
wastable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninvective,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dichlamydeous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undisestablished,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondiscriminative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intermammary,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unspelt,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
blithesome,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
embarrassed,-1,Absolute,--,false,false,null,null,false,false,false,,null,-1
mammonistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
postcolumellar,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
maned,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
touchy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
gimcrack,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nongerundial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gripiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
phthisical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
semipacifist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
trilinear,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
multifistular,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superpetrosal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unsmug,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pinkish,7,Absolute,--,false,false,null,true,true,true,false,,true,-1
depressomotor,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
untransportable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
comparable,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
cyanogenic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
non-Norse,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sacculate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
anthroposophic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
psalterial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
gamiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unequilateral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-debated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ringless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unnocturnal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmetamorphic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
get-tough,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
peridotic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hydragogue,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
deteriorative,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
multigyrate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
numb,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
creditable,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
openairish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
null,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
stormiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
segregable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pithy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
asseverative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subloral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anticonstitutional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superparliamentary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sportsmanly,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
teratoid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
fillable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bailout,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
forward-looking,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
public-school,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
emigratory,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
manic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hazeless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonexplicative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsmutty,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mangy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
uneradicated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
elocutionary,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonruling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
space age,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
enucleate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
ortho,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
postmedieval,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
surpliced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interfluvial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eugenic,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
calorescent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fiftypenny,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subtribal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
influent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
chemiluminescent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonaccusing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Palladian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
sublanate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbroadcasted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
weariless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unincluded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-doomed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
graphotypic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
niftiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
acceptant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
postdoctoral,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
barmiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
anagogic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unrevolting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
progestational,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
august,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
social-service,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncounted,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Hudibrastic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unsyntactical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-navigated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
whelked,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hagiological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ruddier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
unhired,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
obtuse-angular,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unhurled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unprescribed,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
tangent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unpasteurised,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonzodiacal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unexpiated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fast-moving,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nektonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fire-and-brimstone,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
double-tongued,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
high-grade,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unconjugal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
thymy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unthreadable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fetichlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bunted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
non-Hamitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
postnuptial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hypoblastic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
illusioned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
extensive,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
residential,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
sultanlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
testudinate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncoveted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncompressive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unabatable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
commissural,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unhoofed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
stringed,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
autarchic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
depletory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
wood,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
subganoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
awakenable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
siphonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undisguisable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonlubricating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
salted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungrovelling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
thyroid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nuts,-1,Absolute,--,false,false,null,false,true,false,false,,false,-1
twittery,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonestimable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eccentric,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
callow,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unafflicted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
astrologian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonstringent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
self-perceiving,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unshined,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unversified,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ionic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
smokier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
nonpresentable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Rubensian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
gliddery,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cubic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unmachinated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-comprehended,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninscribed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gratifying,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
unshepherded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlitigious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsponged,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
birectangular,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unadmitted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
polytheistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
prorealistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
myrtaceous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
overdistraught,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncanonical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pseudohemal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
aoristic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untransfusible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
jimp,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonrepetitious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
jargonal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
trifling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
half-regained,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nesty,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonexponible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subcruciform,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsimmering,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsutured,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
worn,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cutter-rigged,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonrecuperatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
spiffing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
flavorful,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
breakneck,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
quarantinable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
irretrievable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
naggy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
loculate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
rawish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
edentate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
noncausative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
khedivial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hoiden,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hydrarch,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unphonetic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
quasi-traditional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncarpeted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
zipppier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
muttonheaded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Graustarkian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
roentgenoscopic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
opisthognathous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sextuple,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
transelemental,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
compositive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
